Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
1543	0.0000	0.0000	0.4018	Typhaang_comp49915_c0_seq1	Typhaang_comp49915_c0_seq3
1544	0.0155	0.0198	0.7832	Typhaang_comp49915_c0_seq1	Typhaang_comp49915_c0_seq8
1545	0.0155	0.0198	0.7832	Typhaang_comp49915_c0_seq1	Typhaang_comp49915_c0_seq4
1546	0.0000	0.0000	0.3930	Typhaang_comp49915_c0_seq2	Typhaang_comp49915_c0_seq8
1547	0.0000	0.0000	0.3930	Typhaang_comp49915_c0_seq2	Typhaang_comp49915_c0_seq4
1548	0.0155	0.0198	0.7832	Typhaang_comp49915_c0_seq2	Typhaang_comp49915_c0_seq7
1549	0.0155	0.0198	0.7832	Typhaang_comp49915_c0_seq2	Typhaang_comp49915_c0_seq3
1550	0.0000	0.0000	0.4018	Typhaang_comp49915_c0_seq3	Typhaang_comp49915_c0_seq5
1551	0.0155	0.0198	0.7832	Typhaang_comp49915_c0_seq3	Typhaang_comp49915_c0_seq6
1552	0.0000	0.0000	0.3930	Typhaang_comp49915_c0_seq4	Typhaang_comp49915_c0_seq6
1553	0.0155	0.0198	0.7832	Typhaang_comp49915_c0_seq4	Typhaang_comp49915_c0_seq5
1554	0.0000	0.0000	0.4018	Typhaang_comp49915_c0_seq5	Typhaang_comp49915_c0_seq7
1555	0.0155	0.0198	0.7832	Typhaang_comp49915_c0_seq5	Typhaang_comp49915_c0_seq8
1556	0.0000	0.0000	0.3930	Typhaang_comp49915_c0_seq6	Typhaang_comp49915_c0_seq8
1557	0.0155	0.0198	0.7832	Typhaang_comp49915_c0_seq6	Typhaang_comp49915_c0_seq7
1558	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq2	Typhaang_comp49918_c0_seq3
1559	0.0000	0.0000	0.4018	Typhaang_comp49918_c0_seq2	Typhaang_comp49918_c0_seq8
1560	0.0000	0.0000	0.4018	Typhaang_comp49918_c0_seq2	Typhaang_comp49918_c0_seq6
1561	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq2	Typhaang_comp49918_c0_seq7
1562	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq2	Typhaang_comp49918_c0_seq4
1563	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq3	Typhaang_comp49918_c0_seq5
1564	0.0000	0.0000	0.3240	Typhaang_comp49918_c0_seq3	Typhaang_comp49918_c0_seq7
1565	0.0000	0.0000	0.3240	Typhaang_comp49918_c0_seq3	Typhaang_comp49918_c0_seq4
1566	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq3	Typhaang_comp49918_c0_seq8
1567	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq3	Typhaang_comp49918_c0_seq6
1568	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq4	Typhaang_comp49918_c0_seq8
1569	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq4	Typhaang_comp49918_c0_seq6
1570	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq4	Typhaang_comp49918_c0_seq5
1571	0.0000	0.0000	0.4018	Typhaang_comp49918_c0_seq5	Typhaang_comp49918_c0_seq8
1572	0.0000	0.0000	0.4018	Typhaang_comp49918_c0_seq5	Typhaang_comp49918_c0_seq6
1573	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq5	Typhaang_comp49918_c0_seq7
1574	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq6	Typhaang_comp49918_c0_seq7
1575	0.0000	0.0045	0.0010	Typhaang_comp49918_c0_seq7	Typhaang_comp49918_c0_seq8
1576	0.0143	0.3526	0.0407	Typhaang_comp49920_c0_seq1	Typhaang_comp49920_c0_seq2
1577	0.0236	0.5314	0.0443	Typhaang_comp49920_c0_seq1	Typhaang_comp49920_c0_seq3
1578	0.0236	0.5314	0.0443	Typhaang_comp49920_c0_seq2	Typhaang_comp49920_c0_seq3
1579	0.0530	0.9390	0.0564	Typhaang_comp49927_c1_seq3	Typhaang_comp49927_c1_seq4
1580	0.0188	0.6341	0.0296	Typhaang_comp49934_c0_seq1	Typhaang_comp49934_c0_seq3
1581	0.0188	0.6341	0.0296	Typhaang_comp49934_c0_seq2	Typhaang_comp49934_c0_seq3
1582	0.0000	0.0057	0.0010	Typhaang_comp49936_c0_seq1	Typhaang_comp49936_c0_seq2
1583	0.0674	0.6893	0.0978	Typhaang_comp49940_c1_seq1	Typhaang_comp49940_c1_seq3
1584	0.0024	0.0424	0.0576	Typhaang_comp49941_c0_seq1	Typhaang_comp49941_c0_seq2
1585	0.0072	0.0027	2.6395	Typhaang_comp49942_c1_seq1	Typhaang_comp49942_c1_seq8
1586	0.0072	0.0027	2.6395	Typhaang_comp49942_c1_seq1	Typhaang_comp49942_c1_seq4
1587	0.0000	0.0203	0.0010	Typhaang_comp49942_c1_seq1	Typhaang_comp49942_c1_seq10
1588	0.0000	0.0203	0.0010	Typhaang_comp49942_c1_seq10	Typhaang_comp49942_c1_seq7
1589	0.0000	0.0208	0.0010	Typhaang_comp49942_c1_seq10	Typhaang_comp49942_c1_seq8
1590	0.0000	0.0208	0.0010	Typhaang_comp49942_c1_seq10	Typhaang_comp49942_c1_seq5
1591	0.0000	0.0208	0.0010	Typhaang_comp49942_c1_seq10	Typhaang_comp49942_c1_seq4
1592	0.0000	0.0208	0.0010	Typhaang_comp49942_c1_seq10	Typhaang_comp49942_c1_seq3
1593	0.0072	0.0027	2.6395	Typhaang_comp49942_c1_seq3	Typhaang_comp49942_c1_seq8
1594	0.0072	0.0027	2.6395	Typhaang_comp49942_c1_seq3	Typhaang_comp49942_c1_seq4
1595	0.0072	0.0027	2.6395	Typhaang_comp49942_c1_seq4	Typhaang_comp49942_c1_seq7
1596	0.0072	0.0027	2.6395	Typhaang_comp49942_c1_seq4	Typhaang_comp49942_c1_seq5
1597	0.0072	0.0027	2.6395	Typhaang_comp49942_c1_seq5	Typhaang_comp49942_c1_seq8
1598	0.0072	0.0027	2.6395	Typhaang_comp49942_c1_seq7	Typhaang_comp49942_c1_seq8
1599	0.0000	0.0000	0.4020	Typhaang_comp49944_c0_seq1	Typhaang_comp49944_c0_seq2
1600	0.0020	0.3797	0.0052	Typhaang_comp49945_c0_seq1	Typhaang_comp49945_c0_seq2
1601	0.0036	0.8248	0.0044	Typhaang_comp49945_c0_seq1	Typhaang_comp49945_c0_seq3
1602	0.0037	0.5255	0.0070	Typhaang_comp49945_c0_seq2	Typhaang_comp49945_c0_seq3
1603	0.0000	0.0000	0.4022	Typhaang_comp49950_c2_seq1	Typhaang_comp49950_c2_seq2
1604	0.0009	0.9039	0.0010	Typhaang_comp49955_c0_seq1	Typhaang_comp49955_c0_seq7
1605	0.0009	0.9039	0.0010	Typhaang_comp49955_c0_seq4	Typhaang_comp49955_c0_seq7
1606	0.0141	0.0814	0.1734	Typhaang_comp49955_c0_seq6	Typhaang_comp49955_c0_seq8
1607	0.0011	1.1190	0.0010	Typhaang_comp49955_c0_seq6	Typhaang_comp49955_c0_seq7
1608	0.0623	0.6323	0.0986	Typhaang_comp49958_c1_seq1	Typhaang_comp49958_c1_seq2
1609	0.1127	0.7292	0.1546	Typhaang_comp49960_c0_seq1	Typhaang_comp49960_c0_seq2
1610	0.2248	1.8205	0.1235	Typhaang_comp49967_c2_seq1	Typhaang_comp49967_c2_seq4
1611	0.2248	1.8205	0.1235	Typhaang_comp49967_c2_seq2	Typhaang_comp49967_c2_seq4
1612	0.0783	0.6922	0.1131	Typhaang_comp49972_c1_seq1	Typhaang_comp49972_c1_seq2
1613	0.0532	0.6689	0.0795	Typhaang_comp49972_c1_seq2	Typhaang_comp49972_c1_seq3
1614	0.0000	0.0000	0.4019	Typhaang_comp49975_c0_seq1	Typhaang_comp49975_c0_seq2
1615	0.0825	0.7408	0.1113	Typhaang_comp49979_c2_seq1	Typhaang_comp49979_c2_seq3
1616	0.1340	1.7059	0.0785	Typhaang_comp49979_c2_seq1	Typhaang_comp49979_c2_seq10
1617	0.1537	2.5880	0.0594	Typhaang_comp49979_c2_seq1	Typhaang_comp49979_c2_seq16
1618	0.1339	1.6852	0.0794	Typhaang_comp49979_c2_seq10	Typhaang_comp49979_c2_seq9
1619	0.1339	1.6852	0.0794	Typhaang_comp49979_c2_seq10	Typhaang_comp49979_c2_seq7
1620	0.1340	1.7059	0.0785	Typhaang_comp49979_c2_seq10	Typhaang_comp49979_c2_seq2
1621	0.0872	0.8846	0.0985	Typhaang_comp49979_c2_seq10	Typhaang_comp49979_c2_seq5
1622	0.0872	0.8846	0.0985	Typhaang_comp49979_c2_seq10	Typhaang_comp49979_c2_seq4
1623	0.0824	0.6329	0.1303	Typhaang_comp49979_c2_seq10	Typhaang_comp49979_c2_seq15
1624	0.1670	2.4614	0.0679	Typhaang_comp49979_c2_seq13	Typhaang_comp49979_c2_seq16
1625	0.0826	0.6453	0.1280	Typhaang_comp49979_c2_seq15	Typhaang_comp49979_c2_seq3
1626	0.1537	2.5880	0.0594	Typhaang_comp49979_c2_seq16	Typhaang_comp49979_c2_seq5
1627	0.1537	2.5880	0.0594	Typhaang_comp49979_c2_seq16	Typhaang_comp49979_c2_seq4
1628	0.1537	2.5880	0.0594	Typhaang_comp49979_c2_seq16	Typhaang_comp49979_c2_seq3
1629	0.1537	2.5880	0.0594	Typhaang_comp49979_c2_seq16	Typhaang_comp49979_c2_seq2
1630	0.0825	0.7408	0.1113	Typhaang_comp49979_c2_seq2	Typhaang_comp49979_c2_seq3
1631	0.0421	0.3539	0.1189	Typhaang_comp49979_c2_seq3	Typhaang_comp49979_c2_seq5
1632	0.0421	0.3539	0.1189	Typhaang_comp49979_c2_seq3	Typhaang_comp49979_c2_seq4
1633	0.1340	1.7059	0.0785	Typhaang_comp49979_c2_seq3	Typhaang_comp49979_c2_seq9
1634	0.1340	1.7059	0.0785	Typhaang_comp49979_c2_seq3	Typhaang_comp49979_c2_seq7
1635	0.0106	0.0001	99.0000	Typhaang_comp49980_c0_seq1	Typhaang_comp49980_c0_seq2
1636	0.1419	1.2897	0.1100	Typhaang_comp49988_c0_seq1	Typhaang_comp49988_c0_seq4
1637	0.1419	1.2897	0.1100	Typhaang_comp49988_c0_seq1	Typhaang_comp49988_c0_seq3
1638	0.1419	1.2897	0.1100	Typhaang_comp49988_c0_seq1	Typhaang_comp49988_c0_seq2
1639	0.0022	0.0036	0.6141	Typhaang_comp49991_c0_seq1	Typhaang_comp49991_c0_seq4
1640	0.0022	0.0036	0.6141	Typhaang_comp49991_c0_seq1	Typhaang_comp49991_c0_seq2
1641	0.0022	0.0036	0.6141	Typhaang_comp49991_c0_seq2	Typhaang_comp49991_c0_seq3
1642	0.0022	0.0036	0.6141	Typhaang_comp49991_c0_seq3	Typhaang_comp49991_c0_seq4
1643	0.1495	0.8168	0.1830	Typhaang_comp49992_c3_seq1	Typhaang_comp49992_c3_seq2
1644	0.0013	0.0026	0.4960	Typhaang_comp50001_c0_seq1	Typhaang_comp50001_c0_seq2
1645	0.0015	0.0030	0.5025	Typhaang_comp50001_c0_seq1	Typhaang_comp50001_c0_seq3
1646	0.0172	0.0272	0.6335	Typhaang_comp50008_c0_seq1	Typhaang_comp50008_c0_seq2
1647	0.1836	0.8288	0.2215	Typhaang_comp50016_c3_seq1	Typhaang_comp50016_c3_seq2
1648	0.1842	1.3845	0.1331	Typhaang_comp50018_c0_seq1	Typhaang_comp50018_c0_seq2
1649	0.1980	1.6591	0.1193	Typhaang_comp50018_c0_seq1	Typhaang_comp50018_c0_seq4
1650	0.0610	0.9578	0.0636	Typhaang_comp50018_c0_seq2	Typhaang_comp50018_c0_seq7
1651	0.2239	1.6941	0.1322	Typhaang_comp50018_c0_seq2	Typhaang_comp50018_c0_seq3
1652	0.2239	1.6940	0.1322	Typhaang_comp50018_c0_seq3	Typhaang_comp50018_c0_seq4
1653	0.0788	0.4736	0.1665	Typhaang_comp50022_c1_seq1	Typhaang_comp50022_c1_seq3
1654	0.0788	0.4736	0.1665	Typhaang_comp50022_c1_seq2	Typhaang_comp50022_c1_seq3
1655	0.0187	0.6523	0.0287	Typhaang_comp50024_c0_seq1	Typhaang_comp50024_c0_seq4
1656	0.0190	0.6695	0.0283	Typhaang_comp50024_c0_seq1	Typhaang_comp50024_c0_seq3
1657	0.0187	0.6523	0.0287	Typhaang_comp50024_c0_seq1	Typhaang_comp50024_c0_seq2
1658	0.0000	0.0000	0.0010	Typhaang_comp50024_c0_seq2	Typhaang_comp50024_c0_seq4
1659	0.0000	0.0000	0.4013	Typhaang_comp50024_c0_seq3	Typhaang_comp50024_c0_seq4
1660	0.0049	0.1094	0.0445	Typhaang_comp50027_c0_seq1	Typhaang_comp50027_c0_seq4
1661	0.0049	0.1094	0.0445	Typhaang_comp50027_c0_seq1	Typhaang_comp50027_c0_seq3
1662	0.0049	0.1094	0.0445	Typhaang_comp50027_c0_seq2	Typhaang_comp50027_c0_seq4
1663	0.0049	0.1094	0.0445	Typhaang_comp50027_c0_seq2	Typhaang_comp50027_c0_seq3
1664	0.1740	0.7061	0.2464	Typhaang_comp50028_c0_seq1	Typhaang_comp50028_c0_seq2
1665	0.1740	0.7061	0.2464	Typhaang_comp50028_c0_seq2	Typhaang_comp50028_c0_seq3
1666	0.3102	1.0784	0.2877	Typhaang_comp50028_c0_seq2	Typhaang_comp50028_c0_seq4
1667	0.0207	0.0701	0.2954	Typhaang_comp50028_c0_seq4	Typhaang_comp50028_c0_seq5
1668	0.0000	0.0035	0.0010	Typhaang_comp50031_c0_seq1	Typhaang_comp50031_c0_seq3
1669	0.0000	0.0035	0.0010	Typhaang_comp50031_c0_seq2	Typhaang_comp50031_c0_seq3
1670	0.0209	0.4425	0.0472	Typhaang_comp50035_c2_seq1	Typhaang_comp50035_c2_seq6
1671	0.0209	0.4425	0.0472	Typhaang_comp50035_c2_seq1	Typhaang_comp50035_c2_seq4
1672	0.0369	0.9274	0.0398	Typhaang_comp50035_c2_seq1	Typhaang_comp50035_c2_seq3
1673	0.0216	0.4687	0.0460	Typhaang_comp50035_c2_seq3	Typhaang_comp50035_c2_seq9
1674	0.0216	0.4687	0.0460	Typhaang_comp50035_c2_seq3	Typhaang_comp50035_c2_seq8
1675	0.0394	0.2796	0.1410	Typhaang_comp50035_c2_seq4	Typhaang_comp50035_c2_seq9
1676	0.0394	0.2796	0.1410	Typhaang_comp50035_c2_seq4	Typhaang_comp50035_c2_seq8
1677	0.0394	0.2796	0.1410	Typhaang_comp50035_c2_seq6	Typhaang_comp50035_c2_seq9
1678	0.0394	0.2796	0.1410	Typhaang_comp50035_c2_seq6	Typhaang_comp50035_c2_seq8
1679	0.0862	0.6850	0.1258	Typhaang_comp50038_c0_seq1	Typhaang_comp50038_c0_seq2
1680	0.0592	0.3651	0.1620	Typhaang_comp50039_c0_seq1	Typhaang_comp50039_c0_seq2
1681	0.0213	0.2033	0.1049	Typhaang_comp50043_c0_seq1	Typhaang_comp50043_c0_seq7
1682	0.0036	0.0169	0.2139	Typhaang_comp50043_c0_seq3	Typhaang_comp50043_c0_seq6
1683	0.0036	0.0169	0.2139	Typhaang_comp50043_c0_seq3	Typhaang_comp50043_c0_seq5
1684	0.0112	0.1911	0.0588	Typhaang_comp50043_c0_seq3	Typhaang_comp50043_c0_seq7
1685	0.0036	0.0169	0.2139	Typhaang_comp50043_c0_seq4	Typhaang_comp50043_c0_seq6
1686	0.0036	0.0169	0.2139	Typhaang_comp50043_c0_seq4	Typhaang_comp50043_c0_seq5
1687	0.0112	0.1911	0.0588	Typhaang_comp50043_c0_seq4	Typhaang_comp50043_c0_seq7
1688	0.0146	0.2164	0.0674	Typhaang_comp50043_c0_seq5	Typhaang_comp50043_c0_seq7
1689	0.0146	0.2164	0.0674	Typhaang_comp50043_c0_seq6	Typhaang_comp50043_c0_seq7
1690	0.0007	0.0000	99.0000	Typhaang_comp50044_c2_seq1	Typhaang_comp50044_c2_seq2
1691	0.0000	0.0000	0.0010	Typhaang_comp50047_c0_seq3	Typhaang_comp50047_c0_seq4
1692	0.0000	0.0000	0.1315	Typhaang_comp50049_c0_seq10	Typhaang_comp50049_c0_seq9
1693	0.0000	0.0000	0.1315	Typhaang_comp50049_c0_seq10	Typhaang_comp50049_c0_seq4
1694	0.0000	0.0000	0.1315	Typhaang_comp50049_c0_seq10	Typhaang_comp50049_c0_seq3
1695	0.0000	0.0000	0.1315	Typhaang_comp50049_c0_seq10	Typhaang_comp50049_c0_seq11
1696	0.1146	0.2724	0.4207	Typhaang_comp50049_c0_seq3	Typhaang_comp50049_c0_seq4
1697	0.0130	0.0730	0.1781	Typhaang_comp50050_c0_seq1	Typhaang_comp50050_c0_seq2
1698	0.0400	0.7909	0.0505	Typhaang_comp50050_c0_seq1	Typhaang_comp50050_c0_seq3
1699	0.0400	0.7909	0.0505	Typhaang_comp50050_c0_seq2	Typhaang_comp50050_c0_seq3
1700	0.0405	0.7334	0.0552	Typhaang_comp50061_c0_seq1	Typhaang_comp50061_c0_seq3
1701	0.0405	0.7334	0.0552	Typhaang_comp50061_c0_seq2	Typhaang_comp50061_c0_seq3
1702	0.1653	0.5047	0.3275	Typhaang_comp50064_c1_seq1	Typhaang_comp50064_c1_seq2
1703	0.1445	0.4367	0.3308	Typhaang_comp50064_c1_seq2	Typhaang_comp50064_c1_seq6
1704	0.2171	0.7767	0.2795	Typhaang_comp50073_c0_seq1	Typhaang_comp50073_c0_seq2
1705	0.1045	0.6215	0.1682	Typhaang_comp50075_c0_seq1	Typhaang_comp50075_c0_seq3
1706	0.1045	0.6215	0.1682	Typhaang_comp50075_c0_seq2	Typhaang_comp50075_c0_seq3
1707	0.0984	0.5038	0.1953	Typhaang_comp50080_c1_seq2	Typhaang_comp50080_c1_seq3
1708	0.0939	0.5225	0.1797	Typhaang_comp50080_c1_seq2	Typhaang_comp50080_c1_seq6
1709	0.0923	0.5245	0.1759	Typhaang_comp50080_c1_seq3	Typhaang_comp50080_c1_seq5
1710	0.0923	0.5245	0.1759	Typhaang_comp50080_c1_seq3	Typhaang_comp50080_c1_seq4
1711	0.0939	0.5225	0.1797	Typhaang_comp50080_c1_seq4	Typhaang_comp50080_c1_seq6
1712	0.0939	0.5225	0.1797	Typhaang_comp50080_c1_seq5	Typhaang_comp50080_c1_seq6
1713	0.0000	0.0000	0.4019	Typhaang_comp50082_c1_seq11	Typhaang_comp50082_c1_seq5
1714	0.0000	0.0000	0.4019	Typhaang_comp50082_c1_seq11	Typhaang_comp50082_c1_seq15
1715	0.0000	0.0000	0.4019	Typhaang_comp50082_c1_seq12	Typhaang_comp50082_c1_seq5
1716	0.0000	0.0000	0.4019	Typhaang_comp50082_c1_seq12	Typhaang_comp50082_c1_seq15
1717	0.0230	0.1902	0.1208	Typhaang_comp50083_c0_seq1	Typhaang_comp50083_c0_seq2
1718	0.0198	0.1432	0.1385	Typhaang_comp50083_c0_seq1	Typhaang_comp50083_c0_seq3
1719	0.0896	0.2128	0.4213	Typhaang_comp50084_c0_seq1	Typhaang_comp50084_c0_seq7
1720	0.1295	1.0404	0.1245	Typhaang_comp50084_c0_seq1	Typhaang_comp50084_c0_seq13
1721	0.1295	1.0404	0.1245	Typhaang_comp50084_c0_seq1	Typhaang_comp50084_c0_seq10
1722	0.0022	0.0077	0.2830	Typhaang_comp50084_c0_seq10	Typhaang_comp50084_c0_seq14
1723	0.0022	0.0077	0.2830	Typhaang_comp50084_c0_seq10	Typhaang_comp50084_c0_seq11
1724	0.0330	0.4991	0.0661	Typhaang_comp50084_c0_seq10	Typhaang_comp50084_c0_seq7
1725	0.1295	1.0404	0.1245	Typhaang_comp50084_c0_seq10	Typhaang_comp50084_c0_seq3
1726	0.0022	0.0077	0.2830	Typhaang_comp50084_c0_seq11	Typhaang_comp50084_c0_seq13
1727	0.0367	0.5351	0.0685	Typhaang_comp50084_c0_seq11	Typhaang_comp50084_c0_seq7
1728	0.0022	0.0077	0.2830	Typhaang_comp50084_c0_seq13	Typhaang_comp50084_c0_seq14
1729	0.0330	0.4991	0.0661	Typhaang_comp50084_c0_seq13	Typhaang_comp50084_c0_seq7
1730	0.1295	1.0404	0.1245	Typhaang_comp50084_c0_seq13	Typhaang_comp50084_c0_seq3
1731	0.0367	0.5351	0.0685	Typhaang_comp50084_c0_seq14	Typhaang_comp50084_c0_seq7
1732	0.0896	0.2128	0.4213	Typhaang_comp50084_c0_seq3	Typhaang_comp50084_c0_seq7
1733	0.0358	0.1594	0.2244	Typhaang_comp50086_c0_seq1	Typhaang_comp50086_c0_seq3
1734	0.0255	0.1105	0.2307	Typhaang_comp50086_c0_seq2	Typhaang_comp50086_c0_seq3
1735	0.0010	0.0023	0.4157	Typhaang_comp50087_c0_seq1	Typhaang_comp50087_c0_seq7
1736	0.0010	0.0025	0.4178	Typhaang_comp50087_c0_seq2	Typhaang_comp50087_c0_seq7
1737	0.0012	0.0032	0.3641	Typhaang_comp50087_c0_seq3	Typhaang_comp50087_c0_seq7
1738	0.0013	0.0036	0.3590	Typhaang_comp50087_c0_seq4	Typhaang_comp50087_c0_seq7
1739	0.0014	0.0040	0.3591	Typhaang_comp50087_c0_seq6	Typhaang_comp50087_c0_seq7
1740	0.0020	0.0000	99.0000	Typhaang_comp50089_c0_seq1	Typhaang_comp50089_c0_seq3
1741	0.0000	0.0000	0.0010	Typhaang_comp50095_c1_seq1	Typhaang_comp50095_c1_seq2
1742	0.0183	0.0124	1.4738	Typhaang_comp50095_c1_seq2	Typhaang_comp50095_c1_seq4
1743	0.0233	0.4513	0.0516	Typhaang_comp50097_c1_seq1	Typhaang_comp50097_c1_seq4
1744	0.0297	0.2236	0.1329	Typhaang_comp50097_c1_seq2	Typhaang_comp50097_c1_seq3
1745	0.1840	0.1647	1.1175	Typhaang_comp50102_c0_seq1	Typhaang_comp50102_c0_seq2
1746	0.1835	0.1890	0.9710	Typhaang_comp50102_c0_seq1	Typhaang_comp50102_c0_seq5
1747	0.1237	1.2211	0.1013	Typhaang_comp50106_c0_seq1	Typhaang_comp50106_c0_seq2
1748	0.1243	1.2937	0.0960	Typhaang_comp50106_c0_seq1	Typhaang_comp50106_c0_seq3
1749	0.0450	0.7873	0.0571	Typhaang_comp50106_c0_seq2	Typhaang_comp50106_c0_seq4
1750	0.0450	0.7873	0.0571	Typhaang_comp50106_c0_seq3	Typhaang_comp50106_c0_seq4
1751	0.0450	0.7873	0.0571	Typhaang_comp50106_c0_seq4	Typhaang_comp50106_c0_seq6
1752	0.0000	0.0033	0.0010	Typhaang_comp50109_c2_seq1	Typhaang_comp50109_c2_seq3
1753	0.0063	0.0357	0.1763	Typhaang_comp50109_c2_seq1	Typhaang_comp50109_c2_seq5
1754	0.0000	0.0000	0.4019	Typhaang_comp50109_c2_seq1	Typhaang_comp50109_c2_seq6
1755	0.0248	0.0448	0.5538	Typhaang_comp50109_c2_seq11	Typhaang_comp50109_c2_seq5
1756	0.0063	0.0409	0.1548	Typhaang_comp50109_c2_seq3	Typhaang_comp50109_c2_seq5
1757	0.0000	0.0097	0.0010	Typhaang_comp50109_c2_seq3	Typhaang_comp50109_c2_seq9
1758	0.0000	0.0000	0.4019	Typhaang_comp50109_c2_seq3	Typhaang_comp50109_c2_seq6
1759	0.0147	0.0113	1.3073	Typhaang_comp50109_c2_seq5	Typhaang_comp50109_c2_seq6
1760	0.0000	0.0000	0.4026	Typhaang_comp50109_c2_seq6	Typhaang_comp50109_c2_seq9
1761	0.0331	0.4728	0.0700	Typhaang_comp50114_c2_seq1	Typhaang_comp50114_c2_seq2
1762	0.0451	0.7459	0.0605	Typhaang_comp50114_c2_seq2	Typhaang_comp50114_c2_seq3
1763	0.0000	0.0000	0.6860	Typhaang_comp50122_c0_seq1	Typhaang_comp50122_c0_seq2
1764	0.0000	0.0000	0.6860	Typhaang_comp50122_c0_seq2	Typhaang_comp50122_c0_seq3
1765	0.0021	0.0167	0.1263	Typhaang_comp50124_c0_seq1	Typhaang_comp50124_c0_seq4
1766	0.0021	0.0167	0.1263	Typhaang_comp50124_c0_seq2	Typhaang_comp50124_c0_seq4
1767	0.1411	0.6367	0.2216	Typhaang_comp50125_c2_seq2	Typhaang_comp50125_c2_seq8
1768	0.0167	0.0458	0.3650	Typhaang_comp50126_c0_seq2	Typhaang_comp50126_c0_seq6
1769	0.0167	0.0458	0.3650	Typhaang_comp50126_c0_seq2	Typhaang_comp50126_c0_seq5
1770	0.0000	0.0000	0.4018	Typhaang_comp50128_c0_seq1	Typhaang_comp50128_c0_seq5
1771	0.0000	0.0000	0.4018	Typhaang_comp50128_c0_seq1	Typhaang_comp50128_c0_seq4
1772	0.1136	0.5462	0.2081	Typhaang_comp50128_c0_seq1	Typhaang_comp50128_c0_seq6
1773	0.0080	0.0002	43.9427	Typhaang_comp50128_c0_seq1	Typhaang_comp50128_c0_seq12
1774	0.1151	0.4941	0.2329	Typhaang_comp50128_c0_seq1	Typhaang_comp50128_c0_seq7
1775	0.0000	0.0000	0.3860	Typhaang_comp50128_c0_seq10	Typhaang_comp50128_c0_seq5
1776	0.0000	0.0000	0.3860	Typhaang_comp50128_c0_seq10	Typhaang_comp50128_c0_seq4
1777	0.0000	0.0000	0.3860	Typhaang_comp50128_c0_seq10	Typhaang_comp50128_c0_seq12
1778	0.0080	0.0002	43.9427	Typhaang_comp50128_c0_seq12	Typhaang_comp50128_c0_seq3
1779	0.0000	0.0000	0.4018	Typhaang_comp50128_c0_seq3	Typhaang_comp50128_c0_seq5
1780	0.0000	0.0000	0.4018	Typhaang_comp50128_c0_seq3	Typhaang_comp50128_c0_seq4
1781	0.1136	0.5462	0.2081	Typhaang_comp50128_c0_seq3	Typhaang_comp50128_c0_seq6
1782	0.1151	0.4941	0.2329	Typhaang_comp50128_c0_seq3	Typhaang_comp50128_c0_seq7
1783	0.1151	0.4941	0.2329	Typhaang_comp50128_c0_seq4	Typhaang_comp50128_c0_seq7
1784	0.1252	0.5452	0.2296	Typhaang_comp50128_c0_seq4	Typhaang_comp50128_c0_seq6
1785	0.1151	0.4941	0.2329	Typhaang_comp50128_c0_seq5	Typhaang_comp50128_c0_seq7
1786	0.1252	0.5452	0.2296	Typhaang_comp50128_c0_seq5	Typhaang_comp50128_c0_seq6
1787	0.0000	0.0000	0.2296	Typhaang_comp50129_c0_seq1	Typhaang_comp50129_c0_seq4
1788	0.0000	0.0000	0.2296	Typhaang_comp50129_c0_seq1	Typhaang_comp50129_c0_seq2
1789	0.0000	0.0000	0.2296	Typhaang_comp50129_c0_seq2	Typhaang_comp50129_c0_seq3
1790	0.0000	0.0000	0.2296	Typhaang_comp50129_c0_seq3	Typhaang_comp50129_c0_seq4
1791	0.0000	0.0000	0.4021	Typhaang_comp50132_c0_seq1	Typhaang_comp50132_c0_seq2
1792	0.0022	0.0000	99.0000	Typhaang_comp50139_c1_seq2	Typhaang_comp50139_c1_seq5
1793	0.0534	0.6482	0.0824	Typhaang_comp50142_c0_seq1	Typhaang_comp50142_c0_seq4
1794	0.0534	0.6482	0.0824	Typhaang_comp50142_c0_seq1	Typhaang_comp50142_c0_seq3
1795	0.0534	0.6482	0.0824	Typhaang_comp50142_c0_seq2	Typhaang_comp50142_c0_seq4
1796	0.0534	0.6482	0.0824	Typhaang_comp50142_c0_seq2	Typhaang_comp50142_c0_seq3
1797	0.0109	0.0154	0.7105	Typhaang_comp50143_c0_seq1	Typhaang_comp50143_c0_seq3
1798	0.0109	0.0154	0.7105	Typhaang_comp50143_c0_seq2	Typhaang_comp50143_c0_seq3
1799	0.0305	1.9572	0.0156	Typhaang_comp50144_c1_seq1	Typhaang_comp50144_c1_seq5
1800	0.1945	100.9965	0.0019	Typhaang_comp50144_c1_seq1	Typhaang_comp50144_c1_seq6
